STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate,YEAR
52652099999,2015-01-02T08:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,-1,7,null,null,+0.02,7,70,BKN:07,30.66,25.37,18.64,5,180,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN07052652 32980 71804 11137 21181 38591 40383 57007 87/// 333 05206 92501=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-02T11:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,4,21,null,null,+0.01,7,47,null,30.53,null,18.64,null,160,null,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04252652 32980 01605 11059 21156 40338 57004=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-02T14:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,6,36,null,null,+0.10,7,28,null,30.37,25.26,18.64,26,140,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32980 01404 10021 21145 38554 40285 57033 333 05507 21161=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-02T17:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,15,33,null,null,-0.01,2,46,null,30.42,null,18.64,null,320,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05252652 32980 03204 10008 21097 40301 52003 333 05407=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-02T20:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,7,15,null,null,+0.03,7,71,null,30.48,25.24,18.64,13,200,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05852652 32980 02002 11097 21141 38547 40321 57010 333 05502=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-02T23:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,2,12,null,null,+0.02,7,64,null,30.38,null,null,null,180,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04252652 32/// 91801 11112 21168 40289 57008=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T02:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,4,18,null,null,+0.06,7,55,null,30.19,25.15,null,14,320,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32/// 93204 11078 21154 38517 40222 57022 333 05905 10059=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T05:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,1,9,null,null,+0.04,7,72,null,30.20,null,null,null,140,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05252652 32/// 91402 11129 21170 40226 57015 333 06002=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T08:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,1,10,null,null,+0.04,7,68,null,30.26,25.07,18.64,8,140,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32980 01402 11122 21170 38490 40247 57012 333 06002 92501=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T11:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,7,28,null,null,+0.03,7,42,null,30.14,null,18.64,null,140,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04252652 32980 01402 11024 21138 40206 57009=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T14:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,15,38,null,null,+0.09,7,39,null,29.93,24.95,18.64,30,340,null,13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32980 03406 10035 21094 38449 40136 57032 333 06101 21157=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T17:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,12,32,null,null,-0.05,2,43,null,30.08,null,18.64,null,320,null,13,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05252652 32980 03206 10002 21111 40186 52018 333 05951=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T20:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,8,27,null,null,-0.11,2,45,BKN:07,30.24,25.12,18.64,21,340,null,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32980 73405 11030 21135 38505 40241 52038 87/// 333 05407=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-03T23:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,3,21,null,null,-0.05,2,46,null,30.24,null,null,null,340,null,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04252652 32/// 93403 11061 21160 40239 52018=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T02:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,2,12,null,null,-0.01,2,63,null,30.24,25.18,null,10,250,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32/// 92502 11111 21169 38527 40241 52004 333 00153 10042=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T05:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,5,16,null,null,-0.03,2,60,null,30.28,null,null,null,340,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05252652 32/// 93401 11087 21152 40255 52009 333 00304=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T08:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,6,18,null,null,-0.02,2,60,BKN:07,30.33,25.23,18.64,15,180,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN07052652 32980 71802 11080 21145 38543 40272 52007 87/// 333 00504 92501=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T11:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,7,22,null,null,-0.04,2,52,BKN:07,30.38,null,9.32,null,110,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04852652 32965 71102 11053 21138 40288 52012 87///=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T14:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,4,31,null,null,+0.05,7,31,BKN:07,30.32,25.21,9.32,23,360,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN07052652 32965 73602 11003 21157 38538 40267 57017 87/// 333 00954 21120=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T17:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,4,31,null,null,-0.01,2,32,BKN:07,30.32,null,12.43,null,340,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN05852652 32970 73402 11008 21154 40267 52005 87/// 333 00851=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T20:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,10,25,null,null,-0.04,2,54,BKN:07,30.40,25.27,12.43,20,220,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN06452652 32970 72201 11041 21122 38558 40294 52015 87/// 333 00551=,null,null,null,null,null,null,null,null,null,null,2015
52652099999,2015-01-04T23:00:00,39.0833333,100.2833333,1462.0,"ZHANGYE, CH",FM-12,4,null,8,18,null,null,-0.02,2,64,null,30.43,null,null,null,250,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,SYN04252652 32/// 92501 11076 21133 40306 52008=,null,null,null,null,null,null,null,null,null,null,2015
